grupo,tipo_de_producto,titulo,pais_revista,revista,issn,ano,vol,fasc,pags,doi,autor
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Cuerpo vivido e identidad narrativa en mujeres diagnosticadas con trastornos de la conducta alimentaria.,Colombia,Revista Colombiana de Psiquiatria,0034-7450,2010,39,3,544 - 555, ,"ANDRES FELIPE MARIN CORTES, MAURICIO HERNANDO BEDOYA HERNANDEZ"
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Crticism and education,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2009,9,18,NA - , ,RICARDO ALBERTO ANDRADE RODRIGUEZ
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Voltaire with Nietzsche: The Problem of the Object in Psychology,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2009,10,19,NA - , ,RICARDO ALBERTO ANDRADE RODRIGUEZ
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Las estructuras clínicas en el psicoanálisis lacaniano,Colombia,Poiésis. Revista electrónica de Psicología Social,1642-0945,2009,N/A,18,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,¿Por qué se vinculan las niñas a los grupos guerrilleros y paramilitares en Colombia?,Colombia,Revista Latinoamericana de Psicologia,0120-0534,2009,42,3,453 - 467, ,"JAIME ALBERTO CARMONA PARRA, FLORENTINO MORENO MARTIN, JOHN FELIPE TOBON HOYOS"
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Corto (Resumen),LA EDUCACION UNA POSIBILIDAD PARA FORMAR Y TRANSFORMAR,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2009,017,17,1 - 5, ,ANA CATALINA GOMEZ ARISTIZABAL
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Corto (Resumen),Las pobrezas en Colombia un asunto psicosocial,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2009,17,N/A,1 - 10,10.21501/16920945.185 ,JOHN JAIRO GARCIA PENA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Prostitución infantil y responsabilidad,Colombia,Poiésis. Revista electrónica de Psicología Social,1642-0945,2009,N/A,N/A,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Cuerpo vivido en la experiencia de mujeres con diagnóstico de anorexia o bulimia,Colombia,Iatreia,0121-0793,2009,22,3,219 - 226, ,"ANDRES FELIPE MARIN CORTES, MAURICIO HERNANDO BEDOYA HERNANDEZ, MAURICIO HERNANDO BEDOYA HERNANDEZ"
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,La magia de la palabra: psicoanálisis y psicoterapia,Colombia,Poiésis. Revista electrónica de Psicología Social,1642-0945,2008,N/A,N/A,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Interacciones entre familias y grupos armados ilegales en las zonas rurales de Antioquia,Colombia,Psicogente,0124-0137,2008,11,N/A,135 - 144, ,"JAIME ALBERTO CARMONA PARRA, JOHN FELIPE TOBON HOYOS"
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,La objetividad en el psicoanálisis,Colombia,Poiésis. Revista electrónica de Psicología Social,1642-0945,2008,N/A,N/A,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,La representatividad poblacional en el estudio sociolingüístico de Medellín,Colombia,Lenguaje,0120-3479,2008,36,2,527 - 549, ,"RICARDO ALBERTO ANDRADE RODRIGUEZ, MARIA CLAUDIA GONZALEZ, DAVID JARAMILLO, MARIA CLAUDIA GONZALEZ RATIVA"
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,El grupo operativo en el lugar del agente en el discurso del Amo,Colombia,Revista Ces Psicología,2011-3080,2008,1,N/A,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Línea de investigación Sujeto,,"Desarrollo y Contextos de exclusión  Colombia, Textos Y Argumentos",1692-1135,2008,1,1,1 - 109, ,"CRISTOBAL OVIDIO MUNOZ ARROYAVE, LIBIA ELENA RAMIREZ, ALFREDO GHISO COTOS, SANTIAGO MORALES MESA, CATALINA TABARES"
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,El cuerpo de la toxicomanía: el placer en el vacío. Revista electrónica departamento de psicología de la universidad Luis Amigó.,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2008,14,págs:,- , ,RICARDO ALBERTO ANDRADE RODRIGUEZ
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Interaccionismo simbólico: perspectiva y método. El pensamiento del Herbert Blumer,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2008,10,17,- , ,JOHN FELIPE TOBON HOYOS
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Explicaciones del fenómeno de niñas soldados en Antioquia,,"Colombia: un análisis comparativo de la visión de las niñas desvinculadas de los Grupos Armados Ilegales y de los niños estudiantes de zonas rurales de Antioquia con un perfil psicosocial similar  Colombia, Informes Psicológicos",0124-4906,2007,9,N/A,41 - 53, ,"JOHN FELIPE TOBON HOYOS, JAIME ALBERTO CARMONA PARRA"
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Explicaciones del fenómeno de niñas soldados en Antioquia,,"Colombia  Colombia, Informes Psicológicos",0124-4906,2007,9,N/A,41 - 53, ,JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Lectura del texto ¿El estadio del espejo como formador de la función del yo (je) tal como se nos revela en la experiencia psicoanalítica¿ de J. Lacan,Colombia,Poiésis. Revista electrónica de Psicología Social,1642-0945,2007,N/A,N/A,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,El comentario de texto como método de investigación en el psicoanálisis,Colombia,Poiésis. Revista electrónica de Psicología Social,1642-0945,2007,N/A,N/A,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,La facultad de psicología: una facultad para las problemáticas sociales,Colombia,Revista Fundación Universitaria Luis Amigó,04239864,2007,10,16,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,El síntoma es lo que hace insignia,Colombia,Poiésis. Revista electrónica de Psicología Social,1642-0945,2006,N/A,N/A,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Adolescencia y prostitución de mujeres adolescentes,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2006,12,N/A,N/A - , ,SOFIA FERNANDEZ FUENTE
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,El síntoma sirve para estructurar el vínculo social,Colombia,Poiésis. Revista electrónica de Psicología Social,1642-0945,2006,N/A,N/A,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,La prostituta y el petrolero,,"encarnación de la miseria y el progreso en el Magdalena Medio colombiano. Una mirada psicosocial de la novela la novia oscura de Laura Restrepo.  Colombia, Poiésis: Revista Electrónica de Psicología Social",1692-0945,2006,1,1,1 - 11, ,ANDRES FELIPE MARIN CORTES
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Las cicatrices del amor. La psicología del amor freudiano,Colombia,Poiésis. Revista electrónica de Psicología Social,1642-0945,2006,N/A,N/A,N/A - , ,HERNANDO ALBERTO BERNAL ZULUAGA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Aproximación a la guerra y la salud mental. Colombia año 2005,Colombia,Revista electrónica Poiesis,0,2005,,págs:,- , ,FABER HERNAN ALZATE TORO
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Guerra y salud mental. Colombia año 2005,Colombia,Poesis,0,2005,1,1,1 - 1, ,FABER HERNAN ALZATE TORO
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Alaín Touraine: Sociólogo contemporáneo de gran vitalidad,Colombia,"Debates Sociológicos,",1900-5334,2005,1,1,1 - 1, ,FABER HERNAN ALZATE TORO
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Sobre el viraje del amor al odio de una mujer hacia su pareja,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2005,10,1,1 - 20, ,JOHN FELIPE TOBON HOYOS
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,La psicología es social. Aportaciones de la psicología relacional objetal,,"a la construcción de la psicología social  Colombia, Poiésis: Revista Electrónica de Psicología Social",1692-0945,2005,9,N/A,1 - 3,http://www.funlam.edu.co/revistas/index.php/poiesis/article/view/466/441 ,MAURICIO HERNANDO BEDOYA HERNANDEZ
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Lo clínico. En los desafueros del malestar de hoy,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2005,9,1,1 - 20, ,JOHN FELIPE TOBON HOYOS
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Clínica Psicológica: Una tercera vía a la centenaria discusión acerca de la crisis de la psicología y sus implicaciones para la psicología actual,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2005,9,N/A,1 - 4,http://www.funlam.edu.co/revistas/index.php/poiesis/article/view/465/440 ,MAURICIO HERNANDO BEDOYA HERNANDEZ
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Un paradigma de investigación en psicología social,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2004,4,8,1 - 1, ,JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Cuatro posiciones epistemológicas examinadas a la luz de la psicología social,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2004,4,7,1 - 1, ,JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,La estigmatización en el cine (Un diálogo de la psicología social con el séptimo arte),Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2004,4,7,1 - 1, ,JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Ejercicios del poder en la funcionalidad de la violencia en la pareja,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2004,7,1,1 - 20, ,JOHN FELIPE TOBON HOYOS
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Sociología. Retos y perspectivas,Colombia,"Debates Sociológicos,",1900-5334,2004,1,1,1 - 1, ,FABER HERNAN ALZATE TORO
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,El programa de pscología con énfasis en psicología social de la Fundación Universitaria Luis Amigó en el contexto de los programas de formación de profesionales de pscología en Colombia,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2003,006,1,1 - 29, ,JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,El estado actual de la formación de psicólogos en el ámbito nacional e internacional.,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2003,1,1,1 - 1, ,LUZ MARINA ARANGO GOMEZ
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,El programa de Psicología Social en el contexto colombiano,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2003,4,6,1 - 1, ,JAIME ALBERTO CARMONA PARRA
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Corto (Resumen),Pautas de crianza como factor asociado a la aparición del TDAH,Colombia,"Neuropsicología, Neuropsiquiatría Y Neurociencias",0124-1265,2003,5,1,58 - 59, ,MONICA GOMEZ BOTERO
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Corto (Resumen),Características del temperamento asociadas al trastorno por déficit de atención con hiperactividad.,Colombia,"Neuropsicología, Neuropsiquiatría Y Neurociencias",0124-1265,2003,5,1,100 - 100, ,MONICA GOMEZ BOTERO
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,"Factores perinatales asociados con la aprición del trastorno por deficiencia de atención en niños de la comunidad colombiana ""paisa""",España,Revista de Neurologia,1576-6578,2003,36,7,609 - 613,10.1097/DBP.0b013e31819e6a33 ,"MONICA GOMEZ BOTERO, DAVID ANTONIO PINEDA SALAZAR, JORMARIS MARTINEZ, MARYORIS ZAPATA, PAULA MONTOYA, ANGELA BUILES, ASTRID GALVIS, BIBIANA VELASQUEZ, FRANCISCO LOPERA, ISABEL C PUERTA"
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,El tabaquismo materno durante el embarazo,,"asociado con el trastorno por déficit de atención con hiperactividad en niños de la comunidad colombiana ""paisa""  Colombia, Neuropsicología, Neuropsiquiatría Y Neurociencias",0124-1265,2003,5,2,125 - 135, ,"MONICA GOMEZ BOTERO, JORMARIS MARTINEZ, MARYORIS ZAPATA, PAULA MONTOYA, VILMA MERCHAN, ANGELA BUILES, ASTRID GALVIS, BIBIANA VELASQUEZ, CLARA P ARANGO, ISABEL C PUERTA"
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Interdisciplinariedad,,"investigación y currículo  Colombia, Poiésis: Revista Electrónica de Psicología Social",1692-0945,2003,1,1,1 - 1, ,UBERNEY MARIN TAMAYO
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Por los bordes de un mero fragmento de angustia,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2003,6,1,1 - 20, ,JOHN FELIPE TOBON HOYOS
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Publicado en revista especializada,Edgar Garavito. Hacia una vida no fascista,Colombia,Revista Sociología Universidad Universidad Autónoma Latinoaméricana,0120-9264,2003,1,1,91 - 99, ,FABER HERNAN ALZATE TORO
ESTUDIOS DE FENÓMENOS PSICOSOCIALES,Corto (Resumen),Correlación entre el volumen de los núcleos caudados derecho e izquierdo y pruebas de atención y función ejecutiva en niños con TDA,Colombia,"Neuropsicología, Neuropsiquiatría Y Neurociencias",0124-1265,2003,5,1,56 - 60, ,MONICA GOMEZ BOTERO
CALIDAD DE VIDA,Publicado en revista especializada,Indicador de Medición en Psicología online en América Latina en tiempos de pandemia,España,Revista Latina de Comunicacion Social,1138-5820,2020,78,N/A,457 - 476,10.4185/RLCS-2020-1485 ,"HUBER YECID CASTRO ESCOBAR, CARLOS ANDRES TREJOS GIL, OMAR AUGUSTO AMADOR SANCHEZ"
CALIDAD DE VIDA,Publicado en revista especializada,Implicaciones ontológicas en el aprendizaje a partir del distanciamiento social impuesto por la pandemia COVID-19,Venezuela,Utopia y Praxis Latinoamericana,2477-9555,2020,8,N/A,231 - 247,10.5281/zenodo.4087453 ,"CARLOS ANDRES TREJOS GIL, HUBER YECID CASTRO ESCOBAR"
CALIDAD DE VIDA,Publicado en revista especializada,Gestión de la ergonomía cognitiva como práctica preventiva desde la virtualidad en educación superior,Venezuela,Revista Venezolana de Gerencia,1315-9984,2020,25,N/A,333 - 346, ,VICTOR TERAN REALES
CALIDAD DE VIDA,Publicado en revista especializada,SISTEMAS POLÍTICOS PARA LA POSTPANDEMIA: NUEVO ORDEN GLOBAL,Venezuela,Utopia y Praxis Latinoamericana,1316-5216,2020,25,8,41 - 51, ,"ESTELIO JOSE ANGULO, VICTOR TERAN REALES"
CALIDAD DE VIDA,Publicado en revista especializada,Gestión directiva en el desarrollo de valores organizacionales en las escuelas bolivarianas de Venezuela,Venezuela,Opcion,1012-1587,2018,34,18,2183 - 2212, ,"MIREYA JOSEFINA SALAS DE GONZALEZ, YUSMERY DEL VALLE PEREZ, ESTELIO JOSE ANGULO"
CALIDAD DE VIDA,Publicado en revista especializada,Niñas y niños tejiendo escenarios de paz. Experiencias en medio del conflicto armado en Córdoba y Urabá,Venezuela,Encuentros,2610-8046,2018,8,págs:,239 - 264, ,"VICTOR TERAN REALES, MERI CARDONA OVIEDO, CESAR AUGUSTO TERAN SIMANCAS"
CALIDAD DE VIDA,Publicado en revista especializada,Perspectivas docentes para la educación en infancia. Un estudio desde las instituciones educativas en dos municipios de Córdoba,Venezuela,Encuentros,2610-8046,2018,8,N/A,221 - 237, ,"PAULJAVIER BEDOYA PASTRANA, HUBER YECID CASTRO ESCOBAR"
CALIDAD DE VIDA,Publicado en revista especializada,La estrategia de cero a siempre en los niños del municipio Montería (2015-2017),Venezuela,Encuentros,2610-8046,2018,8,N/A,207 - 219, ,AMAURY DE JESUS ROMERO BALLESTEROS
CALIDAD DE VIDA,Publicado en revista especializada,Pautas,,"prácticas y creencias de crianza de las familias afrodescendientes cordobesas  Colombia, Eleuthera",2011-4532,2017,17,N/A,13 - 30,10.17151/eleu.2017.17.2 ,"MERI CARDONA OVIEDO, VICTOR TERAN REALES"
CALIDAD DE VIDA,Publicado en revista especializada,An Inventory of Purpose-Built Learning Actions to Build Text-Based and Topic- Based Knowledge,Colombia,Actualidades Pedagógicas,0120-1700,2017,69,págs:,193 - 225,10.19052/ap.4101 ,ARGEMIRO JOSE AMAYA BUELVAS
CALIDAD DE VIDA,Publicado en revista especializada,A Metacognitive Based-Instructional Theory Proposal into a Writing Protocol to Measure Learners' Paraphrasing Sub-category beyond a Multiple-Choice Format,Colombia,Actualidades Pedagógicas,0120-1700,2015,66,págs:,1 - 30,http://dx.doi.org/10.19052/ap.3452 ,ARGEMIRO JOSE AMAYA BUELVAS
CALIDAD DE VIDA,Publicado en revista especializada,Metacognicion:cogniciòn y comunicaciòn:como posibilidades de aprendizaje y enseñanza en los niños de preescolar.,Colombia,Revista Internacional Magisterio Educación Y Pedagogía,1692-4053,2012,N/A,N/A,90 - 92, ,"JULIA ROSA BRUNAL TORDECILLA, LUZ BRUNAL DE PETRO"
